epoch,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall,lr
59,0.07832346111536026,0.9653996825218201,0.9779539108276367,0.9564152956008911,0.07467085123062134,0.9665623307228088,0.9796791076660156,0.956700325012207,0.0048
60,0.07843613624572754,0.9654169678688049,0.9780135154724121,0.9562945365905762,0.07341638952493668,0.966407060623169,0.9803614616394043,0.9573764801025391,0.0048
61,0.07848501205444336,0.9654024839401245,0.9779362082481384,0.9563958048820496,0.08583839982748032,0.9644837379455566,0.9777016639709473,0.9550875425338745,0.0048
62,0.07676450908184052,0.9661092758178711,0.9784409403800964,0.9570647478103638,0.07136291265487671,0.9677042961120605,0.9808355569839478,0.9571811556816101,0.00288
63,0.07693832367658615,0.9659979343414307,0.97859787940979,0.957011878490448,0.072461798787117,0.9675740599632263,0.9811086058616638,0.9572412371635437,0.00288
64,0.07669634371995926,0.9662317037582397,0.9786475300788879,0.9573218822479248,0.07152783125638962,0.9679446816444397,0.9815418124198914,0.956700325012207,0.00288
65,0.07669118046760559,0.9661955237388611,0.9786564707756042,0.9572973847389221,0.0725284218788147,0.9673887491226196,0.9804010987281799,0.9568455815315247,0.00288
66,0.07653243094682693,0.9661821722984314,0.9785541296005249,0.9572255611419678,0.07538065314292908,0.9664621353149414,0.9787899255752563,0.9566702842712402,0.00288
67,0.07653221487998962,0.9661877155303955,0.9785789847373962,0.9572166800498962,0.07229182124137878,0.9676892757415771,0.9811691641807556,0.9572462439537048,0.00288
68,0.07661962509155273,0.9660341143608093,0.9785137176513672,0.9571354389190674,0.07087701559066772,0.9680298566818237,0.9807873964309692,0.9583131074905396,0.00288
69,0.0764196589589119,0.9662155508995056,0.9785025119781494,0.9574109315872192,0.07209576666355133,0.9678745865821838,0.9806991815567017,0.9576669931411743,0.00288
70,0.07659409195184708,0.9662166833877563,0.9785220623016357,0.9572862386703491,0.0711444690823555,0.9680198431015015,0.9795669913291931,0.9595051407814026,0.00288
71,0.07637553662061691,0.9663363099098206,0.9784832000732422,0.9575450420379639,0.07323141396045685,0.9669379591941833,0.9784892797470093,0.9594150185585022,0.00288
72,0.07639375329017639,0.966252863407135,0.978600025177002,0.9573891758918762,0.0737670436501503,0.9666474461555481,0.9785156846046448,0.9571961760520935,0.00288
73,0.07642631977796555,0.9662445187568665,0.9785807132720947,0.9572439789772034,0.07135553658008575,0.967964768409729,0.9807379841804504,0.9583581686019897,0.00288
74,0.07650172710418701,0.9662428498268127,0.9785736799240112,0.9572550654411316,0.07188970595598221,0.9678495526313782,0.9810876250267029,0.9577170610427856,0.00288
75,0.07636324316263199,0.9663101434707642,0.9786762595176697,0.9572867751121521,0.07701991498470306,0.9663168787956238,0.9791338443756104,0.9560942649841309,0.00288
76,0.07625225186347961,0.9663107395172119,0.9786527752876282,0.9574348330497742,0.07144050300121307,0.9673787355422974,0.9804137945175171,0.9572262167930603,0.00288
77,0.07623392343521118,0.9663140773773193,0.9787362813949585,0.9573841691017151,0.0729188397526741,0.9674137830734253,0.9782689809799194,0.9593949317932129,0.00288
78,0.07623898983001709,0.9663741588592529,0.9788774847984314,0.9572667479515076,0.07147151976823807,0.9679146409034729,0.9789232611656189,0.9602965116500854,0.00288
79,0.07625573128461838,0.9663229584693909,0.9787344336509705,0.9572461843490601,0.07425811141729355,0.9672585129737854,0.9796212911605835,0.9577821493148804,0.00288
80,0.07612162083387375,0.9663184881210327,0.978678286075592,0.957429826259613,0.07102850824594498,0.9680799245834351,0.9807336330413818,0.9583932161331177,0.00288
81,0.07520892471075058,0.9667937755584717,0.9790679812431335,0.9578388929367065,0.07132275402545929,0.9677944183349609,0.9800529479980469,0.9587588310241699,0.001728
82,0.0751386433839798,0.9669028520584106,0.9790219068527222,0.9579740762710571,0.07122047990560532,0.9680298566818237,0.9807937145233154,0.9578673243522644,0.001728
83,0.07503346353769302,0.9668521881103516,0.9789680242538452,0.9579813480377197,0.07078631222248077,0.9679296612739563,0.9813767671585083,0.9573013186454773,0.001728
84,0.07497810572385788,0.9668471813201904,0.9789953827857971,0.9580352902412415,0.07007970660924911,0.9683904647827148,0.9814015626907349,0.9578072428703308,0.001728
85,0.07504747062921524,0.9668026566505432,0.9789013862609863,0.958065927028656,0.07081443816423416,0.9681400656700134,0.981174111366272,0.9577621221542358,0.001728
86,0.0750904381275177,0.9667525887489319,0.9790177941322327,0.9579379558563232,0.07076112926006317,0.9679246544837952,0.9810956120491028,0.9583882093429565,0.001728
87,0.07479613274335861,0.9668622016906738,0.9791486859321594,0.9580175280570984,0.07064341008663177,0.9680498838424683,0.9809153079986572,0.9579123854637146,0.001728
88,0.07506062090396881,0.9668733477592468,0.9791443943977356,0.9579218029975891,0.07159257680177689,0.967599093914032,0.9803172945976257,0.9581778645515442,0.001728
89,0.0750390887260437,0.9668054580688477,0.979094922542572,0.9579011797904968,0.07220760732889175,0.9670231342315674,0.9802762269973755,0.9573864936828613,0.001728
90,0.0748300552368164,0.9668599963188171,0.9790152907371521,0.9581326842308044,0.07104508578777313,0.9673937559127808,0.9812167286872864,0.9581478238105774,0.001728
91,0.07483477145433426,0.9669256806373596,0.9790697693824768,0.9581304788589478,0.07095496356487274,0.9681701064109802,0.9807562232017517,0.9582629799842834,0.001728
92,0.07486041635274887,0.9669880270957947,0.97907954454422,0.9581432938575745,0.07053937762975693,0.968320369720459,0.9809752106666565,0.9581478238105774,0.001728
93,0.0749480277299881,0.9668126702308655,0.97906094789505,0.9580564498901367,0.07045551389455795,0.968114972114563,0.9787577390670776,0.9598056674003601,0.001728
94,0.07453078031539917,0.9668911695480347,0.9790651202201843,0.9582239985466003,0.07082599401473999,0.9678846001625061,0.9809024930000305,0.9577721357345581,0.001728
95,0.07484787702560425,0.9669073224067688,0.9790977835655212,0.9581121206283569,0.07089616358280182,0.9680899381637573,0.9808984994888306,0.9580826759338379,0.001728
96,0.074796162545681,0.9669595956802368,0.9790470600128174,0.9581888914108276,0.07215368747711182,0.967363715171814,0.9797484278678894,0.9573764801025391,0.001728
97,0.07396073639392853,0.9672517776489258,0.9794377088546753,0.9585428833961487,0.0705111026763916,0.9679948091506958,0.9804316759109497,0.9581177234649658,0.0010368
98,0.07399007678031921,0.9672145247459412,0.9794847369194031,0.9583942890167236,0.07060323655605316,0.9680849313735962,0.9806579351425171,0.9581227898597717,0.0010368
99,0.07420563697814941,0.967158317565918,0.9793732166290283,0.9582590460777283,0.07065241038799286,0.9684606194496155,0.9812960028648376,0.9583431482315063,0.0010368
