epoch,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall,lr
0,0.16439035534858704,0.935818612575531,0.9703717827796936,0.9138005971908569,0.12433939427137375,0.9484260082244873,0.9685253500938416,0.935994565486908,0.008
1,0.11571788787841797,0.9509770274162292,0.9697701334953308,0.9368698596954346,0.10247156769037247,0.9565750956535339,0.9710298776626587,0.9451704025268555,0.008
2,0.10699855536222458,0.9547368288040161,0.9717629551887512,0.9417728185653687,0.09732454270124435,0.9578372836112976,0.9739769697189331,0.9472389817237854,0.008
3,0.10159923881292343,0.9567436575889587,0.973568856716156,0.9440528154373169,0.0935840755701065,0.9610578417778015,0.9780257940292358,0.9467581510543823,0.008
4,0.09860241413116455,0.9577236771583557,0.9740639925003052,0.9454880952835083,0.09403615444898605,0.9602013230323792,0.9755728840827942,0.950569748878479,0.008
5,0.09603215008974075,0.9588272571563721,0.9751032590866089,0.9466195106506348,0.08939780294895172,0.9615136384963989,0.9756926894187927,0.9511507153511047,0.008
6,0.09431558847427368,0.9595156311988831,0.9750313758850098,0.9479122757911682,0.08708223700523376,0.9626204967498779,0.9756786227226257,0.9517918229103088,0.008
7,0.09301510453224182,0.9601011276245117,0.975321352481842,0.9486023783683777,0.08453494310379028,0.9625554084777832,0.9767633676528931,0.9543812870979309,0.008
8,0.09188287705183029,0.9604767560958862,0.9753549695014954,0.9492234587669373,0.09073800593614578,0.9564999341964722,0.9733384251594543,0.9489970207214355,0.008
9,0.09027428179979324,0.9611551761627197,0.9756954312324524,0.9501439332962036,0.0863364040851593,0.9609876871109009,0.9748806357383728,0.951321005821228,0.008
10,0.0909968689084053,0.9607928395271301,0.9754533171653748,0.9499830603599548,0.08237860351800919,0.9638526439666748,0.98183673620224,0.9505947828292847,0.008
11,0.0898112878203392,0.9612575769424438,0.9757069945335388,0.9505395889282227,0.08273030072450638,0.963146448135376,0.9796651601791382,0.951686680316925,0.008
12,0.08890142291784286,0.9614829421043396,0.9757400751113892,0.9507733583450317,0.08982914686203003,0.9603265523910522,0.9746729731559753,0.950449526309967,0.008
13,0.08854798972606659,0.9615575075149536,0.9757425785064697,0.9510515928268433,0.08157802373170853,0.9643885493278503,0.9764226675033569,0.955818772315979,0.008
14,0.08791043609380722,0.9618725180625916,0.9755629897117615,0.9515752792358398,0.09601649641990662,0.9560441970825195,0.9749023914337158,0.9441887140274048,0.008
15,0.08703731000423431,0.9622325897216797,0.9761398434638977,0.9517071843147278,0.08771952241659164,0.9607623219490051,0.9769997000694275,0.9499536752700806,0.008
16,0.08680107444524765,0.9623972773551941,0.9762856364250183,0.9519509077072144,0.0858621746301651,0.9603115320205688,0.9766298532485962,0.9490070343017578,0.008
17,0.08637513220310211,0.9625030159950256,0.9762927293777466,0.9522202610969543,0.08443307131528854,0.9628509283065796,0.9752486944198608,0.954185962677002,0.008
18,0.08655906468629837,0.9624050855636597,0.9761923551559448,0.9521462321281433,0.09491007775068283,0.9582479596138,0.973555862903595,0.9479802846908569,0.008
19,0.08615851402282715,0.9625970721244812,0.9763575196266174,0.9522725939750671,0.08022178709506989,0.9645187854766846,0.9787121415138245,0.9535598754882812,0.008
20,0.08562575280666351,0.9627039432525635,0.9763829112052917,0.9525152444839478,0.07763174921274185,0.9658210277557373,0.9787377715110779,0.9563497304916382,0.008
21,0.08527899533510208,0.9629560112953186,0.9764789342880249,0.9527789950370789,0.07802259922027588,0.9653552174568176,0.9807561635971069,0.9528987407684326,0.008
22,0.08508148789405823,0.9628770351409912,0.9767029881477356,0.9526193141937256,0.08543800562620163,0.9624051451683044,0.9737290740013123,0.9525431394577026,0.008
23,0.08508465439081192,0.9629849791526794,0.9766161441802979,0.9528318643569946,0.0787913128733635,0.9652049541473389,0.9768299460411072,0.9578222632408142,0.008
24,0.08458198606967926,0.9630968570709229,0.9764981269836426,0.9530444741249084,0.08391734212636948,0.9616739153862,0.9762866497039795,0.9512358903884888,0.008
25,0.08414848148822784,0.9631068706512451,0.9766297340393066,0.9531452059745789,0.09171416610479355,0.9591445326805115,0.9772162437438965,0.9437279105186462,0.008
26,0.08513373136520386,0.9630061388015747,0.9764716029167175,0.953052818775177,0.07811935991048813,0.9652149677276611,0.9808103442192078,0.9515464305877686,0.008
27,0.08475132286548615,0.9631380438804626,0.9765289425849915,0.953259289264679,0.07784269005060196,0.9650346636772156,0.980949878692627,0.9534947872161865,0.008
28,0.08412913978099823,0.9633879065513611,0.9766837358474731,0.9535859823226929,0.0789179652929306,0.9649845957756042,0.9777175188064575,0.9549022316932678,0.008
29,0.08387771993875504,0.9635058641433716,0.9766601920127869,0.9537195563316345,0.0784701257944107,0.9652901291847229,0.976620614528656,0.957411527633667,0.008
30,0.08324252814054489,0.9635977149009705,0.9767413139343262,0.9539933204650879,0.10005258023738861,0.9570959806442261,0.9731388092041016,0.9459267258644104,0.008
31,0.08375591039657593,0.9635292291641235,0.9767208695411682,0.9536505341529846,0.08353279531002045,0.9620996117591858,0.9744341969490051,0.9533695578575134,0.008
32,0.08371050655841827,0.9633584022521973,0.9766724109649658,0.9536494016647339,0.08353663980960846,0.9623650908470154,0.9765419960021973,0.9518319368362427,0.008
33,0.08103080838918686,0.9644842147827148,0.9774453639984131,0.9550106525421143,0.08311418443918228,0.9629310369491577,0.9738163948059082,0.9556184411048889,0.0048
34,0.08087460696697235,0.9645415544509888,0.9773292541503906,0.955258846282959,0.0768619254231453,0.9659963250160217,0.9802811145782471,0.9536450505256653,0.0048
35,0.08073459565639496,0.964465856552124,0.9775357246398926,0.9550401568412781,0.07662178575992584,0.9660314321517944,0.9795013070106506,0.9554080963134766,0.0048
36,0.08057976514101028,0.9647263288497925,0.9774937629699707,0.9553467631340027,0.08013312518596649,0.9638075828552246,0.9780645966529846,0.954947292804718,0.0048
37,0.0803617537021637,0.9646417498588562,0.977479875087738,0.9552282691001892,0.09077494591474533,0.9618542194366455,0.97513747215271,0.9529538750648499,0.0048
38,0.08044423907995224,0.9648448824882507,0.9776984453201294,0.9553629159927368,0.07657056301832199,0.9659062027931213,0.9792336225509644,0.9551175832748413,0.0048
39,0.08037644624710083,0.9647652506828308,0.9775331020355225,0.9554347395896912,0.07438035309314728,0.9676542282104492,0.9809210300445557,0.9566602110862732,0.0048
40,0.07978824526071548,0.9649967551231384,0.9776284694671631,0.9560273885726929,0.08662299066781998,0.9604267477989197,0.9751278162002563,0.9494327902793884,0.0048
41,0.08014865964651108,0.9648509621620178,0.9776082038879395,0.9555549025535583,0.07564739882946014,0.9665372967720032,0.9806682467460632,0.9558488130569458,0.0048
42,0.08000826090574265,0.9648709893226624,0.9777887463569641,0.9554892778396606,0.07403405755758286,0.9663519859313965,0.9805253744125366,0.9565150141716003,0.0048
43,0.07984337210655212,0.9649800658226013,0.977670431137085,0.9556962847709656,0.07551047950983047,0.9662968516349792,0.9788475036621094,0.9565500617027283,0.0048
44,0.07980473339557648,0.9649606347084045,0.9779152274131775,0.9555649161338806,0.07478192448616028,0.9669079184532166,0.9802150130271912,0.9563497304916382,0.0048
45,0.0795171782374382,0.9650852680206299,0.977652907371521,0.9558787941932678,0.07467466592788696,0.9663318991661072,0.9798587560653687,0.9554181098937988,0.0048
46,0.0793767124414444,0.9651526212692261,0.9776827692985535,0.9558215141296387,0.08702018857002258,0.9654103517532349,0.9764688014984131,0.9564899206161499,0.0048
47,0.0794929713010788,0.9651114344596863,0.9776450991630554,0.9559016227722168,0.07922696322202682,0.9642683863639832,0.9795311689376831,0.9520372748374939,0.0048
48,0.07941694557666779,0.9651587009429932,0.9777602553367615,0.9559995532035828,0.07690782845020294,0.9657309055328369,0.9765361547470093,0.9578422904014587,0.0048
49,0.07910647988319397,0.9652255177497864,0.9779689908027649,0.9561464786529541,0.07311515510082245,0.9672985672950745,0.9805158972740173,0.9573013186454773,0.0048
50,0.07935917377471924,0.9652060270309448,0.977859377861023,0.9559266567230225,0.07410845905542374,0.9667226076126099,0.9802024960517883,0.9562295079231262,0.0048
51,0.07911303639411926,0.9652338624000549,0.9779474139213562,0.9559556245803833,0.08378220349550247,0.9657309055328369,0.9772800803184509,0.955703616142273,0.0048
52,0.07911261916160583,0.9652065634727478,0.9779265522956848,0.9558454155921936,0.07490880787372589,0.9665272831916809,0.9771324992179871,0.9590243101119995,0.0048
53,0.07889921963214874,0.9653401374816895,0.9778249263763428,0.9562249779701233,0.07579881697893143,0.966006338596344,0.9799156785011292,0.9557386636734009,0.0048
54,0.07886140048503876,0.9652956128120422,0.9778556227684021,0.9562049508094788,0.07335343211889267,0.9670681953430176,0.978327751159668,0.9591144919395447,0.0048
55,0.07878582924604416,0.9653062224388123,0.9779658317565918,0.956203281879425,0.07935653626918793,0.9650296568870544,0.9794472455978394,0.9528436660766602,0.0048
56,0.0786503404378891,0.9653796553611755,0.9780446887016296,0.9561721086502075,0.07464182376861572,0.9666474461555481,0.9797934293746948,0.9568806290626526,0.0048
57,0.07865189015865326,0.9653774499893188,0.977840006351471,0.956300675868988,0.07815252989530563,0.9643635153770447,0.979669988155365,0.9533645510673523,0.0048
58,0.07852011919021606,0.9655110239982605,0.9780126810073853,0.9564074873924255,0.07516580075025558,0.9661065340042114,0.9778028726577759,0.9579975605010986,0.0048
